O*NET-SOC Code,Title,Task,Automation_Score,High_Risk,Industry
47-5023.00,"Earth Drillers, Except Oil and Gas","Inspect core samples to determine nature of strata, or take samples to laboratories for analysis.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Retract augers to force discharge dirt from holes.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Monitor drilling operations, by checking gauges and listening to equipment to assess drilling conditions and to determine the need to adjust drilling or alter equipment.",1.87,0,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Examine blast areas to determine amounts and kinds of explosive charges needed and to ensure that safety laws are observed.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Tie specified lengths of delaying fuses into patterns in order to time sequences of explosions.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Place safety cones around blast areas to alert other workers of danger zones, and signal workers as necessary to ensure that they clear blast sites prior to explosions.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Place explosive charges in holes or other spots; then detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Insert, pack, and pour explosives, such as dynamite, ammonium nitrate, black powder, or slurries into blast holes; then shovel drill cuttings, admit water into boreholes, and tamp material to compact charges.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Mark patterns, locations, and depths of charge holes for drilling, and issue drilling instructions.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Compile and keep gun and explosives records in compliance with local and federal laws.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Measure depths of drilled blast holes, using weighted tape measures.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Connect electrical wire to primers, and cover charges or fill blast holes with clay, drill chips, sand, or other material.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Lay primacord between rows of charged blast holes, and tie cord into main lines to form blast patterns.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Assemble and position equipment, explosives, and blasting caps in holes at specified depths, or load perforating guns or torpedoes with explosives.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Verify detonation of charges by observing control panels, or by listening for the sounds of blasts.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Move and store inventories of explosives, loaded perforating guns, and other materials, according to established safety procedures.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Light fuses, drop detonating devices into wells or boreholes, or activate firing devices with plungers, dials, or buttons, in order to set off single or multiple blasts.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Drive trucks to transport explosives and blasting equipment to blasting sites.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Cut specified lengths of primacord and attach primers to cord ends.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Maintain inventory levels, ordering new supplies as necessary.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Repair and service blasting, shooting, and automotive equipment, and electrical wiring and instruments, using hand tools.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Set up and operate short-wave radio or field telephone equipment to transmit and receive blast information.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Insert waterproof sealers, bullets, and/or powder charges into guns, and screw gun ports back into place.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Clean, gauge, and lubricate gun ports.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Lower perforating guns into wells, using hoists; then use measuring devices and instrument panels to position guns in correct positions for taking samples.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Create and lay out designs for drill and blast patterns.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Document geological formations encountered during work.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Operate machines to flush earth cuttings or to blow dust from holes.,2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Set up and operate equipment such as hoists, jackhammers, and drills, in order to bore charge holes.",2.18,1,Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Signal crane operators to move equipment.,2.18,1,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Hang ventilation tubing and ventilation curtains to ensure that the mining face area is kept properly ventilated.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Conduct methane gas checks to ensure breathing quality of air.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Check the stability of roof and rib support systems before mining face areas.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Operate mining machines to gather coal and convey it to floors or shuttle cars.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Drive machines into position at working faces.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Move controls to start and regulate movement of conveyors and to start and position drill cutters or torches.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Reposition machines to make additional holes or cuts.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,"Determine locations, boundaries, and depths of holes or channels to be cut.",1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Observe and listen to equipment operation to detect binding or stoppage of tools or other equipment malfunctions.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,"Repair, oil, and adjust machines, and change cutting teeth, using wrenches.",1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Install casings to prevent cave-ins.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,"Scrape or wash conveyors, using belt scrapers or belt washers, to minimize dust production.",1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Move levers to raise and lower hydraulic safety bars supporting roofs above machines until other workers complete framing.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Apply new technologies developed to minimize the environmental impact of coal mining.,1.65,0,Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,Guide and assist crews laying track and resetting supports and blocking.,1.65,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining",Drill bolt holes into roofs at specified distances from ribs or adjacent bolts.,1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining",Pull down loose rock that cannot be supported.,1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining","Position bolting machines, and insert drill bits into chucks.",1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining",Perform safety checks on equipment before operating.,1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining",Perform tests to determine if methane gas is present.,1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining","Force bolts into holes, using hydraulic mechanisms of self-propelled bolting machines.",1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining","Perform ventilation tasks, such as hanging ventilation curtains and tubes.",1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining",Dust rocks after bolting.,1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining","Install various types of bolts, including truss, glue, and resin bolts, traversing entire ceiling spans.",1.64,0,Construction and Extraction
47-5043.00,"Roof Bolters, Mining","Drill test holes and test bolts for specified tension, using torque wrenches.",1.64,0,Construction and Extraction
